name,code,source,symbol,return_start,cache_version,date,close,high,low,reference_fit_score,reference_fit_note,daily_return,daily_return_pct,cum_return,cum_return_pct
恒生红利低波动指数（50）,HSHYLV,hsi_snapshot,HSHYLV,2026-04-30,2026-05-02-total-return-reference-fit-v3,2026-04-30,4709.13,4761.89,4700.62,18.29964065708419,fit_failed_keep_full_history,,,0.0,0.0
