name,code,source,symbol,return_start,cache_version,date,close,open,high,low,volume,amount,reference_fit_score,reference_fit_note,daily_return,daily_return_pct,cum_return,cum_return_pct
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-02,1170.79,,,,2045.46,188.74,0.00768074913344563,sliced_to_match_收益md,,,0.0,0.0
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-03,1180.26,,,,2327.61,208.73,0.00768074913344563,sliced_to_match_收益md,0.008088555590669566,0.8088555590669566,0.008088555590669566,0.8088555590669566
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-04,1190.46,,,,2159.55,200.33,0.00768074913344563,sliced_to_match_收益md,0.008642163591073171,0.8642163591073171,0.01680062180237285,1.680062180237285
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-05,1207.53,,,,2567.4,218.7,0.00768074913344563,sliced_to_match_收益md,0.01433899501033209,1.433899501033209,0.03138052084489962,3.1380520844899618
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-09,1206.69,,,,1888.32,177.59,0.00768074913344563,sliced_to_match_收益md,-0.0006956348910585053,-0.06956348910585053,0.030663056568641878,3.0663056568641878
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-10,1200.98,,,,1734.9,162.9,0.00768074913344563,sliced_to_match_收益md,-0.0047319526970472925,-0.47319526970472925,0.025786007738364924,2.5786007738364924
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-11,1199.16,,,,2046.18,204.11,0.00768074913344563,sliced_to_match_收益md,-0.0015154290662624526,-0.15154290662624526,0.024231501806472933,2.4231501806472933
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-12,1207.54,,,,1948.85,169.71,0.00768074913344563,sliced_to_match_收益md,0.006988225090896805,0.6988225090896805,0.03138906208628378,3.138906208628378
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-15,1214.08,,,,2141.96,190.55,0.00768074913344563,sliced_to_match_收益md,0.005415969657319719,0.5415969657319719,0.03697503395143453,3.6975033951434533
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-16,1184.6,,,,2401.05,221.18,0.00768074913344563,sliced_to_match_收益md,-0.02428176067474963,-2.428176067474963,0.011795454351335444,1.1795454351335444
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-17,1188.33,,,,1595.74,140.86,0.00768074913344563,sliced_to_match_收益md,0.00314874219145711,0.314874219145711,0.01498133738757601,1.498133738757601
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-18,1192.05,,,,1547.22,134.36,0.00768074913344563,sliced_to_match_收益md,0.0031304435636565486,0.31304435636565486,0.018158679182432413,1.8158679182432413
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-19,1200.19,,,,1274.33,119.13,0.00768074913344563,sliced_to_match_收益md,0.006828572626987217,0.6828572626987217,0.025111249669027114,2.5111249669027114
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-22,1180.35,,,,1472.73,138.27,0.00768074913344563,sliced_to_match_收益md,-0.016530715969971577,-1.6530715969971577,0.008165426763125705,0.8165426763125705
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-23,1192.92,,,,1290.37,127.1,0.00768074913344563,sliced_to_match_收益md,0.010649383657389988,1.0649383657389988,0.018901767182842644,1.8901767182842644
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-24,1206.88,,,,1596.23,159.12,0.00768074913344563,sliced_to_match_收益md,0.011702377359755989,1.1702377359755989,0.03082534015493854,3.082534015493854
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-25,1209.06,,,,1810.53,181.01,0.00768074913344563,sliced_to_match_收益md,0.001806310486543783,0.1806310486543783,0.03268733077665553,3.268733077665553
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-26,1210.22,,,,1295.76,132.57,0.00768074913344563,sliced_to_match_收益md,0.0009594230228442413,0.09594230228442413,0.033678114777202284,3.3678114777202284
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-29,1216.41,,,,1580.45,159.44,0.00768074913344563,sliced_to_match_收益md,0.005114772520698807,0.5114772520698807,0.03896514319391242,3.896514319391242
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-09-30,1217.17,,,,1394.48,149.06,0.00768074913344563,sliced_to_match_收益md,0.0006247893391209125,0.06247893391209125,0.039614277539098186,3.9614277539098186
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-10-08,1225.6,,,,1528.02,164.72,0.00768074913344563,sliced_to_match_收益md,0.006925901887164354,0.6925901887164354,0.046814544025829186,4.681454402582919
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-10-09,1228.54,,,,1689.26,182.92,0.00768074913344563,sliced_to_match_收益md,0.002398825065274224,0.23988250652742238,0.04932566899273194,4.932566899273194
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-10-10,1216.53,,,,1657.47,179.98,0.00768074913344563,sliced_to_match_收益md,-0.00977583147475869,-0.9775831474758689,0.03906763809052061,3.9067638090520607
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-10-13,1207.79,,,,1389.95,148.0,0.00768074913344563,sliced_to_match_收益md,-0.007184368655109186,-0.7184368655109186,0.03160259312088476,3.160259312088476
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-10-14,1207.02,,,,1366.25,144.09,0.00768074913344563,sliced_to_match_收益md,-0.0006375280470942712,-0.06375280470942712,0.030944917534315053,3.0944917534315053
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-10-15,1210.03,,,,1241.8,139.17,0.00768074913344563,sliced_to_match_收益md,0.0024937449255191257,0.24937449255191257,0.033515831190906065,3.3515831190906065
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-10-16,1197.11,,,,1334.3,141.94,0.00768074913344563,sliced_to_match_收益md,-0.010677421220961492,-1.0677421220961492,0.022480547322748734,2.2480547322748734
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-10-17,1189.09,,,,1373.34,142.81,0.00768074913344563,sliced_to_match_收益md,-0.00669946788515674,-0.669946788515674,0.01563047173276244,1.563047173276244
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-10-20,1200.7,,,,1087.02,113.09,0.00768074913344563,sliced_to_match_收益md,0.009763768932545158,0.9763768932545158,0.02554685297961301,2.554685297961301
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-10-21,1196.86,,,,1273.72,121.82,0.00768074913344563,sliced_to_match_收益md,-0.0031981344215875618,-0.3198134421587562,0.0222670162881482,2.22670162881482
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-10-22,1192.0,,,,1061.37,109.96,0.00768074913344563,sliced_to_match_收益md,-0.004060625302875764,-0.40606253028757644,0.01811597297551315,1.811597297551315
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-10-23,1174.97,,,,1096.86,107.38,0.00768074913344563,sliced_to_match_收益md,-0.014286912751677816,-1.4286912751677816,0.003570238898522371,0.3570238898522371
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-10-24,1175.75,,,,807.66,83.51,0.00768074913344563,sliced_to_match_收益md,0.0006638467365123191,0.0663846736512319,0.004236455726476018,0.42364557264760183
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-10-27,1169.19,,,,775.19,80.22,0.00768074913344563,sliced_to_match_收益md,-0.005579417393153263,-0.5579417393153263,-0.0013665986214428383,-0.13665986214428383
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-10-28,1193.43,,,,1178.61,134.15,0.00768074913344563,sliced_to_match_收益md,0.020732301849998747,2.0732301849998747,0.01933737049342832,1.9337370493428319
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-10-29,1213.55,,,,1858.18,197.81,0.00768074913344563,sliced_to_match_收益md,0.016858969524814915,1.6858969524814915,0.036522348158082085,3.6522348158082085
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-10-30,1232.39,,,,2394.56,213.46,0.00768074913344563,sliced_to_match_收益md,0.01552470025956909,1.552470025956909,0.052614046925580915,5.2614046925580915
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-10-31,1240.61,,,,1933.04,189.08,0.00768074913344563,sliced_to_match_收益md,0.006669966487881096,0.6669966487881096,0.05963494734324737,5.963494734324737
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-11-03,1249.98,,,,2023.31,189.64,0.00768074913344563,sliced_to_match_收益md,0.0075527361539888815,0.7552736153988882,0.06763809052007685,6.7638090520076855
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-11-04,1250.55,,,,2040.76,181.62,0.00768074913344563,sliced_to_match_收益md,0.0004560072961166117,0.04560072961166117,0.06812494127896596,6.812494127896596
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-11-05,1251.35,,,,1871.37,161.53,0.00768074913344563,sliced_to_match_收益md,0.0006397185238493641,0.06397185238493641,0.06880824058968771,6.880824058968771
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-11-06,1251.93,,,,1497.57,138.35,0.00768074913344563,sliced_to_match_收益md,0.0004634994206258458,0.04634994206258458,0.0693036325899612,6.9303632589961195
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-11-07,1243.9,,,,1908.35,182.22,0.00768074913344563,sliced_to_match_收益md,-0.006414096634795863,-0.6414096634795863,0.06244501575859096,6.244501575859096
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-11-10,1274.7,,,,1946.52,193.41,0.00768074913344563,sliced_to_match_收益md,0.024760832864378024,2.4760832864378024,0.08875203922138097,8.875203922138098
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-11-11,1254.27,,,,2225.07,221.43,0.00768074913344563,sliced_to_match_收益md,-0.016027300541303857,-1.6027300541303857,0.07130228307382236,7.130228307382236
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-11-12,1280.17,,,,1546.74,151.6,0.00768074913344563,sliced_to_match_收益md,0.020649461439721906,2.0649461439721906,0.09342409825844133,9.342409825844133
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-11-13,1274.38,,,,1718.82,171.43,0.00768074913344563,sliced_to_match_收益md,-0.004522836810736064,-0.4522836810736064,0.08847871949709218,8.84787194970922
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-11-14,1275.14,,,,1264.68,135.84,0.00768074913344563,sliced_to_match_收益md,0.0005963684301386607,0.05963684301386607,0.08912785384227795,8.912785384227796
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-11-17,1279.06,,,,1588.14,172.74,0.00768074913344563,sliced_to_match_收益md,0.003074172247752971,0.3074172247752971,0.09247602046481473,9.247602046481473
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-11-18,1269.74,,,,1465.8,147.13,0.00768074913344563,sliced_to_match_收益md,-0.007286601097681089,-0.7286601097681089,0.08451558349490562,8.451558349490561
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-11-19,1265.86,,,,1632.38,162.57,0.00768074913344563,sliced_to_match_收益md,-0.0030557436955598316,-0.30557436955598316,0.0812015818379046,8.12015818379046
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-11-20,1264.4,,,,1211.17,123.76,0.00768074913344563,sliced_to_match_收益md,-0.0011533660910367782,-0.11533660910367782,0.07995456059583739,7.995456059583739
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2014-09-02,2026-05-03-total-return-only-v4,2014-11-21,1279.5,,,,1329.78,136.92,0.00768074913344563,sliced_to_match_收益md,0.01194242328377082,1.194242328377082,0.09285183508571171,9.285183508571171
