name,code,source,symbol,cache_version,rows,start_date,end_date,last_close,cum_return_pct,annualized_return_pct,max_drawdown_pct,max_drawdown_peak_date,max_drawdown_trough_date,reference_fit_score,reference_fit_note,reference_base_date,reference_publish_date,reference_weighting,reference_total_return_annualized_pct,reference_max_drawdown_pct,reference_max_drawdown_dates,annualized_gap_pp,max_drawdown_gap_pp,strict_total_return_only
中证红利低波动指数（50）,H30269,rising99,H20269,2026-05-03-per-index-total-return-skill-v2,2242,2017-03-13,2026-04-30,23.9599088,117.71443317704357,8.894385757235224,27.527593189401944,2018-01-26,2018-10-18,0.015589162534251244,sliced_to_match_reference,2005-12-30,2013-12-19,股息率加权,8.88,27.53,2018-01-26、2018-10-18,0.01438575723522284,-0.0024068105980568077,True
