date,close,daily_return,daily_return_pct,cum_return,cum_return_pct
2005-01-04,1.0,,,0.0,0.0
2005-01-05,1.0050746010157352,0.005074601015735203,0.5074601015735203,0.005074601015735203,0.5074601015735203
2005-01-06,0.9938587241672653,-0.011159248116642373,-1.1159248116642373,-0.006141275832734716,-0.6141275832734716
2005-01-07,0.9991472714213672,0.005321226373027121,0.5321226373027121,-0.0008527285786327221,-0.08527285786327221
2005-01-10,1.008123844308266,0.008984233999987712,0.8984233999987712,0.00812384430826607,0.812384430826607
2005-01-11,1.0088930319747749,0.0007629892605471866,0.07629892605471866,0.008893031974774868,0.8893031974774868
2005-01-12,1.0084203126671456,-0.00046855245565924353,-0.04685524556592435,0.008420312667145602,0.8420312667145602
2005-01-13,1.008331677796965,-8.789476874582203e-05,-0.008789476874582203,0.008331677796965087,0.8331677796965087
2005-01-14,1.0032611519476748,-0.005028628933257839,-0.5028628933257839,0.003261151947674845,0.3261151947674845
2005-01-17,0.9793949396620669,-0.023788633935715953,-2.3788633935715953,-0.02060506033793308,-2.060506033793308
2005-01-18,0.9835261396457662,0.004218114487220648,0.4218114487220648,-0.016473860354233927,-1.6473860354233927
2005-01-19,0.9772758531106256,-0.006354977547817664,-0.6354977547817664,-0.02272414688937452,-2.272414688937452
2005-01-20,0.9672916953201808,-0.010216314829293749,-1.021631482929375,-0.03270830467981933,-3.2708304679819333
2005-01-21,0.9952799384649867,0.02893464637421661,2.893464637421661,-0.004720061535013476,-0.47200615350134756
2005-01-24,1.0108674501174157,0.015661434587408207,1.5661434587408207,0.010867450117415522,1.0867450117415522
2005-01-25,1.0133655271482496,0.002471221158168335,0.24712211581683352,0.013365527148249345,1.3365527148249345
2005-01-26,1.00678718971428,-0.006491574123783317,-0.6491574123783317,0.006787189714279718,0.6787189714279718
2005-01-27,0.9949060419436506,-0.011801051793280282,-1.1801051793280282,-0.005093958056349601,-0.5093958056349601
2005-01-28,0.9878427597027166,-0.007099446523749275,-0.7099446523749275,-0.0121572402972836,-1.21572402972836
2005-01-31,0.9771250719521576,-0.010849588808834798,-1.0849588808834798,-0.022874928047842635,-2.2874928047842635
2005-02-01,0.9805044037267397,0.003458443418948187,0.3458443418948187,-0.019495596273260474,-1.9495596273260474
2005-02-02,1.0315570701590844,0.05206775842954059,5.206775842954059,0.031557070159084155,3.1557070159084155
2005-02-03,1.0229788447921921,-0.008315802988553278,-0.8315802988553278,0.02297884479219192,2.297884479219192
2005-02-04,1.0465638705930895,0.023055242951469213,2.3055242951469213,0.04656387059308931,4.656387059308931
2005-02-16,1.0544391297482056,0.007524871989564419,0.7524871989564419,0.05443912974820542,5.443912974820542
2005-02-17,1.047867923855515,-0.006231944269992851,-0.6231944269992851,0.04786792385551486,4.786792385551486
