name,code,source,symbol,cache_version,rows,start_date,end_date,last_close,cum_return_pct,annualized_return_pct,max_drawdown_pct,max_drawdown_peak_date,max_drawdown_trough_date,reference_fit_score,reference_fit_note,reference_base_date,reference_publish_date,reference_weighting,reference_total_return_annualized_pct,reference_max_drawdown_pct,reference_max_drawdown_dates,annualized_gap_pp,max_drawdown_gap_pp,strict_total_return_only
国新港股通央企红利指数,931722,csindex,931722HKD210,2026-05-04-per-index-total-return-skill-csindex-date-v3,2110,2018-02-01,2026-04-30,2662.21,112.30083414408551,9.565575054351116,42.72020102529104,2018-06-07,2020-03-19,0.24265708650382442,sliced_to_match_reference,2016-12-30,2023-09-13,市值加权,9.53,42.72,2019-04-17、2020-05-22,0.035575054351117075,0.00020102529104093492,True
