name,code,source,symbol,cache_version,rows,start_date,end_date,last_close,cum_return_pct,annualized_return_pct,max_drawdown_pct,max_drawdown_peak_date,max_drawdown_trough_date,reference_fit_score,reference_fit_note,reference_base_date,reference_publish_date,reference_weighting,reference_total_return_annualized_pct,reference_max_drawdown_pct,reference_max_drawdown_dates,annualized_gap_pp,max_drawdown_gap_pp,strict_total_return_only
国证自由现金流指数（100）,980092,cni,480092,2026-05-03-per-index-total-return-skill-v2,2809,2014-10-13,2026-04-30,9011.7777,668.8703325190261,19.323784929789568,50.1948024425376,2015-06-12,2016-01-28,0.008616291479231819,sliced_to_match_reference,2012-12-31,2024-08-15,自由现金流加权,19.33,50.19,2015-06-12、2016-01-28,-0.00621507021043044,0.004802442537602758,True
