date,price_close,price_open,price_high,price_low,price_daily_return,price_cum_return,price_cum_return_pct
2023-06-16,3343.77,3321.39,3357.08,3321.39,0.008073584786206789,-0.0449864049718931,-4.49864049718931
2023-06-19,3329.69,3340.87,3340.87,3311.46,-0.004210815935306589,-0.049007791436271875,-4.9007791436271875
2023-06-20,3284.02,3320.3,3320.3,3272.44,-0.013715991578795661,-0.062051592560432245,-6.205159256043224
2023-06-21,3238.21,3254.37,3254.37,3232.62,-0.013949366934427943,-0.07513537906136913,-7.513537906136913
2023-06-23,3165.81,3226.03,3226.19,3158.99,-0.022358031134484868,-0.09581353105149859,-9.581353105149859
2023-06-26,3140.69,3153.58,3163.54,3136.23,-0.007934778145245569,-0.10298805008453793,-10.298805008453794
2023-06-27,3192.79,3142.55,3204.26,3141.48,0.016588711397813816,-0.08810777772700007,-8.810777772700007
2023-06-28,3196.69,3186.43,3200.7,3180.67,0.0012215021971380136,-0.08699389937394053,-8.699389937394052
2023-06-29,3179.95,3205.27,3207.54,3169.71,-0.005236666677094215,-0.09177500799707272,-9.177500799707271
2023-06-30,3201.58,3181.27,3216.14,3178.03,0.006801993742040047,-0.08559726728510442,-8.55972672851044
2023-07-03,3247.39,3201.03,3252.75,3201.03,0.014308560148426741,-0.07251348078416753,-7.251348078416752
2023-07-04,3233.41,3240.85,3255.57,3221.69,-0.004304995704242476,-0.07650630626513444,-7.650630626513443
2023-07-05,3188.25,3225.3,3228.07,3184.16,-0.013966679140597682,-0.08940444637389466,-8.940444637389467
2023-07-06,3112.77,3162.84,3176.35,3109.63,-0.023674429545989195,-0.11096227665310687,-11.096227665310687
2023-07-07,3087.57,3099.76,3104.5,3082.52,-0.00809568326602983,-0.11815964447287552,-11.815964447287552
2023-07-10,3085.09,3107.3,3119.16,3066.89,-0.0008032206557260224,-0.11886795686148766,-11.886795686148766
2023-07-11,3088.96,3089.66,3110.37,3075.78,0.0012544204545086313,-0.11776264680345172,-11.776264680345172
2023-07-12,3092.23,3091.56,3111.3,3083.9,0.0010586087226769347,-0.1168287026458864,-11.68287026458864
2023-07-13,3141.4,3109.73,3148.99,3109.73,0.015901145775055525,-0.10278526710231373,-10.278526710231372
2023-07-14,3158.54,3147.05,3163.21,3144.68,0.005456166040618715,-0.09788991454553453,-9.788991454553454
2023-07-18,3110.21,3149.9,3149.9,3105.55,-0.015301373419364661,-0.11169343782844832,-11.169343782844832
2023-07-19,3112.2,3099.55,3115.05,3082.53,0.0006398281788044802,-0.111125074258554,-11.1125074258554
2023-07-20,3105.96,3118.99,3136.73,3101.62,-0.002005012531328232,-0.11290727962344904,-11.290727962344905
2023-07-21,3127.14,3108.73,3127.62,3101.4,0.006819147703125639,-0.10685806333683379,-10.685806333683379
2023-07-24,3078.45,3119.34,3119.34,3069.85,-0.015570137569792197,-0.12076440616002992,-12.076440616002992
2023-07-25,3176.62,3121.61,3183.83,3121.29,0.03188942487290691,-0.09272608874468447,-9.272608874468446
2023-07-26,3160.49,3168.33,3177.87,3146.77,-0.005077724121865468,-0.09733297536900476,-9.733297536900476
2023-07-27,3176.67,3168.7,3192.33,3163.72,0.005119459324345321,-0.09271180825297853,-9.271180825297854
2023-07-28,3228.19,3157.83,3233.74,3152.11,0.016218241114122733,-0.07799718959922897,-7.799718959922897
2023-07-31,3243.76,3245.4,3275.12,3238.4,0.004823136184673116,-0.07355024448201475,-7.355024448201474
2023-08-01,3224.05,3250.76,3265.58,3213.76,-0.006076281845759257,-0.07917961431247678,-7.917961431247678
2023-08-02,3163.53,3218.62,3227.93,3158.66,-0.01877142103875562,-0.09646472147328666,-9.646472147328666
2023-08-03,3164.46,3161.32,3190.65,3146.06,0.00029397540089703966,-0.09619910432755718,-9.619910432755718
2023-08-04,3169.1,3189.79,3223.87,3164.29,0.0014662849269702072,-0.0948738746972505,-9.48738746972505
