index_name,price_code,official_gross_total_return_code,official_net_total_return_code,reference_base_date,reference_publish_date,reference_weighting,reference_total_return_annualized_pct,reference_max_drawdown_pct,reference_max_drawdown_dates,fit_mode,is_official_total_return_history,is_truncated_range_fit,price_data_covers_reference_base,price_source,price_symbol,start_date,end_date,rows,years,price_first_close,price_last_close,price_annualized_return_pct,fit_annualized_return_pct,fit_annualized_gap_pp,price_max_drawdown_pct,price_max_drawdown_peak_date,price_max_drawdown_trough_date,annualized_only_fit_max_drawdown_pct,fit_max_drawdown_pct,fit_max_drawdown_peak_date,fit_max_drawdown_trough_date,fit_max_drawdown_gap_pp,mdd_fit_status,mdd_fit_abs_gap_pp,daily_drift_factor,mdd_shape_b,mdd_shape_sigma_trading_days,mdd_shape_center_note,fit_warning,fit_note
恒生红利低波动指数（50）,HSHYLV,HSHYLVDV,HSHYLVDVN/HSHYLVN,2010-09-30,2017-05-08,净股息率加权,8.2,33.35,2021-09-13、2022-10-31,annualized_and_mdd,False,True,False,auto_csv,/home/usrname/data/fund/result/hsi_hshylv_total_return_fit/csv/hshylv_price_daily.csv,2019-08-12,2026-05-01,1654,6.718685831622176,3501.28,4709.13,4.5099382707869395,8.199999999998386,-1.6129320101754274e-12,40.6108356326565,2020-01-17,2022-10-31,36.58164668921344,33.34964716969589,2022-02-11,2022-10-31,-0.000352830304109375,calibrated,0.000352830304109375,1.0001410462434988,0.1775000000000002,252.0,reference_trough_date,价格指数可得起点 2019-08-12 晚于参考基准日 2010-09-30；本结果是截断区间拟合，不是 2010-09-30 起完整拟合。,拟合估算曲线，不是官方 HSHYLVDV/HSHYLVN 历史点位。若要严谨对比，应取得官方全收益历史日线或覆盖基准日的价格日线。
