name,code,source,symbol,cache_version,rows,start_date,end_date,last_close,cum_return_pct,annualized_return_pct,max_drawdown_pct,max_drawdown_peak_date,max_drawdown_trough_date,reference_fit_score,reference_fit_note,reference_base_date,reference_publish_date,reference_weighting,reference_total_return_annualized_pct,reference_max_drawdown_pct,reference_max_drawdown_dates,annualized_gap_pp,max_drawdown_gap_pp,strict_total_return_only
消费红利指数（50）,H30094,rising99,H20094,2026-05-03-per-index-total-return-skill-v2,2572,2015-11-03,2026-04-30,5.791693171007222,226.49341113660083,11.94201427646082,36.558235334561154,2022-01-04,2024-09-18,0.0028966091802455907,sliced_to_match_reference,2005-12-30,2013-07-02,股息率加权,11.94,36.56,2022-01-04、2024-09-18,0.002014276460821307,-0.0017646654388485672,True
