name,code,source,symbol,cache_version,rows,start_date,end_date,last_close,cum_return_pct,annualized_return_pct,max_drawdown_pct,max_drawdown_peak_date,max_drawdown_trough_date,reference_fit_score,reference_fit_note,reference_base_date,reference_publish_date,reference_weighting,reference_total_return_annualized_pct,reference_max_drawdown_pct,reference_max_drawdown_dates,annualized_gap_pp,max_drawdown_gap_pp,strict_total_return_only
龙头红利指数（50）,995082,chindices_return,995082,2026-05-03-per-index-total-return-skill-v2,3527,2011-10-24,2026-04-30,8005.24,864.3473232785636,16.896889998514663,36.07586865200976,2015-06-12,2015-08-25,0.008955672509781465,sliced_to_match_reference,2010-12-31,2021-12-17,因子加权,16.89,36.08,2015-06-12、2015-08-25,0.00688999851466221,-0.00413134799023851,True
