name,code,source,symbol,cache_version,rows,start_date,end_date,last_close,cum_return_pct,annualized_return_pct,max_drawdown_pct,max_drawdown_peak_date,max_drawdown_trough_date,reference_fit_score,reference_fit_note,reference_base_date,reference_publish_date,reference_weighting,reference_total_return_annualized_pct,reference_max_drawdown_pct,reference_max_drawdown_dates,annualized_gap_pp,max_drawdown_gap_pp,strict_total_return_only
央企红利指数（50）,000825,rising99,H00825,2026-05-03-per-index-total-return-skill-v2,2270,2017-01-26,2026-04-30,3.4762251672885705,101.6932927345521,7.873773113954141,26.466209116719963,2019-04-17,2020-05-22,0.00812232768587684,sliced_to_match_reference,2008-12-31,2012-07-20,股息率加权,7.88,26.47,2019-04-17、2020-05-22,-0.006226886045858748,-0.0037908832800361836,True
