date,close,daily_return,daily_return_pct,cum_return,cum_return_pct
2017-01-26,1.7235204602780847,,,0.0,0.0
2017-02-03,1.7077348814909008,-0.009158915806915857,-0.9158915806915857,-0.009158915806915857,-0.9158915806915857
2017-02-06,1.7127639615601093,0.002944883379566443,0.2944883379566443,-0.006241004366284053,-0.6241004366284053
2017-02-07,1.7095328427591672,-0.001886493920621124,-0.1886493920621124,-0.00811572467010957,-0.811572467010957
2017-02-08,1.7158022555293824,0.003667325139010691,0.3667325139010691,-0.004478162532202901,-0.44781625322029006
2017-02-09,1.7212274082258032,0.00316187525627587,0.316187525627587,-0.0013304466672311444,-0.13304466672311444
2017-02-10,1.73540785057639,0.00823856411001711,0.823856411001711,0.006897156472623012,0.6897156472623012
2017-02-13,1.7433814179400056,0.004594635987711593,0.4594635987711593,0.011523482383676509,1.1523482383676509
2017-02-14,1.7434126868316275,1.7935772000488015e-05,0.0017935772000488015,0.011541624838229625,1.1541624838229625
2017-02-15,1.7523764357632738,0.005141495756771475,0.5141495756771475,0.016742461810133058,1.6742461810133058
2017-02-16,1.7590523441245753,0.0038096314382325414,0.38096314382325414,0.020615875857230792,2.061587585723079
2017-02-17,1.7418075503950303,-0.00980345683694095,-0.9803456836940949,0.010610312171167813,1.0610312171167813
2017-02-20,1.7649621646411373,0.013293440047871918,1.3293440047871918,0.024044799767776404,2.4044799767776404
2017-02-21,1.7675991745012611,0.001494088605950461,0.1494088605950461,0.02557481343509216,2.557481343509216
2017-02-22,1.768412165683434,0.000459940915282564,0.0459940915282564,0.02604651725347429,2.604651725347429
2017-02-23,1.7603604260907633,-0.004553089912474606,-0.4553089912474606,0.02137483520603789,2.137483520603789
2017-02-24,1.758525984448938,-0.001042082981778325,-0.1042082981778325,0.02031047787225293,2.031047787225293
2017-02-27,1.7509589126764087,-0.0043030764625867635,-0.43030764625867635,0.015920003870390165,1.5920003870390165
2017-02-28,1.7536636718017136,0.0015447302079580894,0.15447302079580894,0.01748932618923771,1.7489326189237708
2017-03-01,1.754236934814784,0.0003268945022287806,0.03268945022287806,0.017821937856045356,1.7821937856045356
2017-03-02,1.7472066456817663,-0.004007605240485934,-0.4007605240485934,0.01374290932401201,1.374290932401201
2017-03-03,1.7409215984657398,-0.003597197407393171,-0.3597197407393171,0.01009627595882856,1.009627595882856
2017-03-06,1.7394571720414416,-0.0008411788477946658,-0.08411788477946658,0.009246604337255881,0.9246604337255881
2017-03-07,1.740066915428071,0.0003505365906271152,0.03505365906271152,0.009600382201042201,0.9600382201042201
2017-03-08,1.7394206916678827,-0.0003713786834624866,-0.03713786834624866,0.009225438140277209,0.9225438140277209
2017-03-09,1.7292999937462217,-0.00581843022228079,-0.581843022228079,0.0033533303499071465,0.33533303499071465
2017-03-10,1.7228533905901484,-0.0037278686054394994,-0.37278686054394994,-0.0003870390304674398,-0.03870390304674398
2017-03-13,1.7383575493527341,0.008999116725350031,0.8999116725350031,0.00860859468547015,0.860859468547015
2017-03-14,1.741458381105251,0.0017837709817933867,0.17837709817933867,0.010407721428657535,1.0407721428657535
2017-03-15,1.7449813428946657,0.002022995110097625,0.2022995110097625,0.012451771308312543,1.2451771308312543
2017-03-16,1.7490306643597175,0.002320552870974879,0.2320552870974879,0.014801219172945634,1.4801219172945634
2017-03-17,1.732880281836943,-0.009233904728986997,-0.9233904728986997,0.00543064139624283,0.543064139624283
2017-03-20,1.747144107898522,0.008231281878548824,0.8231281878548824,0.013706624414905555,1.3706624414905555
2017-03-21,1.7554303641783577,0.004742743453373555,0.47427434533735546,0.018514374871490658,1.8514374871490658
2017-03-22,1.7392382898000878,-0.009223991283669464,-0.9223991283669464,0.009119607155384069,0.9119607155384069
