name,code,source,symbol,cache_version,rows,start_date,end_date,last_close,cum_return_pct,annualized_return_pct,max_drawdown_pct,max_drawdown_peak_date,max_drawdown_trough_date,reference_fit_score,reference_fit_note,reference_base_date,reference_publish_date,reference_weighting,reference_total_return_annualized_pct,reference_max_drawdown_pct,reference_max_drawdown_dates,annualized_gap_pp,max_drawdown_gap_pp,strict_total_return_only
中证全指自由现金流指数（100）,932365,csindex,932365CNY010,2026-05-03-per-index-total-return-skill-v2,2755,2014-09-02,2025-12-31,8583.58,633.144287190701,19.22516136213197,44.06503877400295,2015-06-12,2016-01-28,0.00768074913344563,sliced_to_match_reference,2013-12-31,2024-12-11,自由现金流加权,19.22,44.06,2015-06-12、2016-01-28,0.005161362131971714,0.005038774002947832,True
